fold,local_index,event_id,soh_bin,mileage,n_candidates_mileage,n_neighbors_available
2,2739,4893,"(0.995, 1.0]",51406.92480000001,553,5
2,2740,4894,"(0.995, 1.0]",51710.3136,552,5
2,2741,4895,"(0.995, 1.0]",51953.9328,546,5
2,2742,4896,"(0.995, 1.0]",52146.124800000005,544,5
2,2743,4897,"(0.995, 1.0]",52493.5488,546,5
2,2746,4900,"(0.995, 1.0]",53286.288,545,5
2,2747,4902,"(0.995, 1.0]",53762.3328,542,5
2,2748,4903,"(0.995, 1.0]",54025.0656,539,5
2,2755,4911,"(0.995, 1.0]",56492.1984,490,5
2,2756,4912,"(0.995, 1.0]",57469.42080000001,475,5
2,2760,4918,"(0.995, 1.0]",59802.4416,427,5
2,2826,5061,"(0.995, 1.0]",36899.9136,413,5
2,2834,5069,"(0.995, 1.0]",39324.17280000001,479,5
2,2836,5071,"(0.995, 1.0]",40258.5216,499,5
2,2839,5076,"(0.995, 1.0]",41824.992,527,5
2,2840,5077,"(0.995, 1.0]",41986.6656,530,5
2,2841,5078,"(0.995, 1.0]",42149.6064,533,5
2,2842,5079,"(0.995, 1.0]",42696.72,544,5
2,2843,5081,"(0.995, 1.0]",43201.9104,546,5
2,2844,5082,"(0.995, 1.0]",43386.816,547,5
2,2845,5083,"(0.995, 1.0]",43605.196800000005,549,5
2,2846,5084,"(0.995, 1.0]",43793.376,552,5
2,2847,5086,"(0.995, 1.0]",44252.52480000001,561,5
2,2848,5087,"(0.995, 1.0]",44480.9376,566,5
2,2849,5088,"(0.995, 1.0]",45725.5392,569,5
2,2850,5089,"(0.995, 1.0]",46210.2432,572,5
2,2851,5090,"(0.995, 1.0]",46386.5952,572,5
2,2852,5093,"(0.995, 1.0]",47255.472,577,5
2,2856,5097,"(0.995, 1.0]",48333.3312,578,5
2,2857,5098,"(0.995, 1.0]",48506.4096,578,5
2,2862,5104,"(0.995, 1.0]",50145.4272,562,5
2,2863,5105,"(0.995, 1.0]",50341.8432,561,5
2,2865,5107,"(0.995, 1.0]",50913.5616,553,5
2,2933,5288,"(0.995, 1.0]",32362.2816,312,5
2,2940,5295,"(0.995, 1.0]",33987.36,355,5
2,2947,5302,"(0.995, 1.0]",35386.7712,381,5
2,2959,5318,"(0.995, 1.0]",39855.024000000005,489,5
2,2960,5319,"(0.995, 1.0]",40073.8272,496,5
2,3051,5428,"(0.995, 1.0]",48132.0576,576,5
2,3052,5430,"(0.995, 1.0]",48650.7648,576,5
2,3055,5433,"(0.995, 1.0]",55441.9008,505,5
2,3056,5434,"(0.995, 1.0]",55655.74080000001,503,5
2,3058,5436,"(0.995, 1.0]",57283.56480000001,478,5
2,3060,5440,"(0.995, 1.0]",59172.1152,443,5
2,3061,5441,"(0.995, 1.0]",59325.552,440,5
2,3063,5444,"(0.995, 1.0]",59924.092800000006,424,5
2,3064,5445,"(0.995, 1.0]",60180.2784,421,5
2,3066,5447,"(0.995, 1.0]",60638.58240000001,412,5
2,3067,5448,"(0.995, 1.0]",60886.848000000005,406,5
2,3125,5524,"(0.995, 1.0]",43326.096000000005,546,5
2,3126,5525,"(0.995, 1.0]",43539.6192,548,5
2,3127,5526,"(0.995, 1.0]",43818.4032,552,5
2,3131,5533,"(0.995, 1.0]",46038.5376,569,5
2,3132,5534,"(0.995, 1.0]",46522.08,574,5
2,3133,5536,"(0.995, 1.0]",47326.4352,578,5
2,3134,5537,"(0.995, 1.0]",47581.03680000001,577,5
2,3135,5538,"(0.995, 1.0]",47840.1792,578,5
2,3137,5542,"(0.995, 1.0]",49220.4768,567,5
2,3139,5545,"(0.995, 1.0]",49904.1312,564,5
2,3140,5546,"(0.995, 1.0]",50195.4816,561,5
2,3265,5836,"(0.995, 1.0]",31430.467200000003,293,5
2,3271,5844,"(0.995, 1.0]",33100.0032,335,5
2,3274,5847,"(0.995, 1.0]",33645.110400000005,348,5
2,3275,5848,"(0.995, 1.0]",33851.664000000004,355,5
2,3278,5852,"(0.995, 1.0]",34701.9552,367,5
2,3279,5853,"(0.995, 1.0]",34870.8096,369,5
2,3283,5857,"(0.995, 1.0]",35675.5872,385,5
2,3284,5858,"(0.995, 1.0]",35827.968,388,5
2,3285,5859,"(0.995, 1.0]",36048.5664,392,5
2,3286,5860,"(0.995, 1.0]",36283.3152,395,5
2,3291,5865,"(0.995, 1.0]",37495.392,434,5
2,3292,5866,"(0.995, 1.0]",37681.776000000005,437,5
2,3293,5868,"(0.995, 1.0]",38071.0176,449,5
2,3295,5872,"(0.995, 1.0]",40041.7248,495,5
2,3296,5873,"(0.995, 1.0]",40263.5904,499,5
2,3301,5882,"(0.995, 1.0]",42170.9376,533,5
2,3302,5885,"(0.995, 1.0]",42863.88480000001,544,5
2,3303,5886,"(0.995, 1.0]",43056.182400000005,546,5
2,3307,5890,"(0.995, 1.0]",43922.208,553,5
2,3309,5892,"(0.995, 1.0]",44344.2912,563,5
2,3310,5893,"(0.995, 1.0]",44515.574400000005,566,5
2,3313,5898,"(0.995, 1.0]",45830.61120000001,568,5
2,3317,5903,"(0.995, 1.0]",47367.51359999999,577,5
2,3320,5907,"(0.995, 1.0]",48203.232,577,5
2,3440,6110,"(0.995, 1.0]",30157.5648,265,5
2,3442,6112,"(0.995, 1.0]",30629.9136,276,5
2,3443,6113,"(0.995, 1.0]",30799.4016,279,5
2,3448,6119,"(0.995, 1.0]",33917.0304,355,5
2,3486,6188,"(0.995, 1.0]",54773.7696,522,5
2,3487,6189,"(0.995, 1.0]",55653.628800000006,503,5
2,3490,6193,"(0.995, 1.0]",56516.8032,489,5
2,3491,6194,"(0.995, 1.0]",59657.664,430,5
2,3520,6332,"(0.995, 1.0]",33530.64,348,5
2,3526,6339,"(0.995, 1.0]",38427.2064,457,5
2,3527,6340,"(0.995, 1.0]",38834.6112,465,5
2,3531,6344,"(0.995, 1.0]",41202.268800000005,519,5
2,3532,6345,"(0.995, 1.0]",42215.5008,533,5
2,3629,6555,"(0.995, 1.0]",55495.1232,505,5
2,3635,6561,"(0.995, 1.0]",57260.7552,478,5
2,3650,6587,"(0.995, 1.0]",65748.144,304,5
2,3651,6589,"(0.995, 1.0]",66267.3792,297,5
2,3653,6592,"(0.995, 1.0]",67191.168,270,5
2,3655,6594,"(0.995, 1.0]",67781.1552,249,5
2,3656,6596,"(0.995, 1.0]",68203.66080000001,240,5
2,3657,6597,"(0.995, 1.0]",68392.6848,237,5
2,3658,6598,"(0.995, 1.0]",68634.9312,230,5
2,3659,6600,"(0.995, 1.0]",69278.98560000001,216,5
2,3660,6601,"(0.995, 1.0]",69488.0736,210,5
2,3661,6602,"(0.995, 1.0]",69687.6576,206,5
2,3662,6603,"(0.995, 1.0]",69868.44480000001,202,5
2,3663,6604,"(0.995, 1.0]",70242.79680000001,193,5
2,3665,6607,"(0.995, 1.0]",70962.24960000001,179,5
2,3666,6608,"(0.995, 1.0]",71165.8464,173,5
2,3669,6612,"(0.995, 1.0]",72227.232,160,5
2,3670,6613,"(0.995, 1.0]",72407.28,154,5
2,3671,6614,"(0.995, 1.0]",72611.4048,149,5
2,3672,6615,"(0.995, 1.0]",72807.60960000001,150,5
2,3674,6617,"(0.995, 1.0]",73316.8128,150,5
2,3675,6618,"(0.995, 1.0]",73501.08480000001,148,5
2,3676,6619,"(0.995, 1.0]",73687.04639999999,146,5
2,3677,6620,"(0.995, 1.0]",73860.5472,144,5
2,3678,6622,"(0.995, 1.0]",74265.41760000002,136,5
2,3679,6623,"(0.995, 1.0]",74470.9152,132,5
2,3680,6624,"(0.995, 1.0]",74668.80960000001,130,5
2,3682,6626,"(0.995, 1.0]",75033.6576,126,5
2,3776,6743,"(0.995, 1.0]",38015.5776,449,5
2,3777,6745,"(0.995, 1.0]",38676.7392,463,5
2,3779,6748,"(0.995, 1.0]",39985.44,493,5
2,3780,6749,"(0.995, 1.0]",40182.8064,498,5
2,3781,6750,"(0.995, 1.0]",41034.9984,516,5
2,3791,6762,"(0.995, 1.0]",46468.4352,571,5
2,3794,6765,"(0.995, 1.0]",48718.7712,575,5
2,3795,6768,"(0.995, 1.0]",49387.536,568,5
2,3798,6771,"(0.995, 1.0]",50355.36,561,5
2,3800,6773,"(0.995, 1.0]",51030.98880000001,552,5
2,3801,6774,"(0.995, 1.0]",51340.7136,552,5
2,3802,6775,"(0.995, 1.0]",53121.4464,544,5
2,3803,6776,"(0.995, 1.0]",53646.17280000001,543,5
2,3818,6794,"(0.995, 1.0]",61251.0624,402,5
2,3819,6795,"(0.995, 1.0]",61534.704000000005,395,5
2,3823,6799,"(0.995, 1.0]",63178.0512,354,5
2,3892,6888,"(0.995, 1.0]",55945.5072,500,5
2,3893,6889,"(0.995, 1.0]",57011.64480000001,483,5
2,3896,6893,"(0.995, 1.0]",59072.006400000006,443,5
2,3897,6894,"(0.995, 1.0]",59918.6016,425,5
2,3898,6895,"(0.995, 1.0]",60080.8032,422,5
2,3899,6897,"(0.995, 1.0]",60847.6704,408,5
2,3900,6898,"(0.995, 1.0]",61064.9952,404,5
2,3901,6899,"(0.995, 1.0]",61342.300800000005,402,5
2,3902,6900,"(0.995, 1.0]",61553.3952,394,5
2,3910,6910,"(0.995, 1.0]",66297.1584,296,5
2,3911,6911,"(0.995, 1.0]",66429.6864,293,5
2,3914,6916,"(0.995, 1.0]",67854.65280000001,248,5
2,3915,6917,"(0.995, 1.0]",68165.2224,241,5
2,3918,6920,"(0.995, 1.0]",68848.87680000001,226,5
2,3982,7085,"(0.995, 1.0]",43331.6928,546,5
2,3986,7091,"(0.995, 1.0]",45988.6944,569,5
2,3987,7093,"(0.995, 1.0]",46564.5312,576,5
2,4005,7114,"(0.995, 1.0]",52980.2592,547,5
2,4007,7116,"(0.995, 1.0]",53593.1616,541,5
2,4008,7118,"(0.995, 1.0]",54308.1792,533,5
2,4009,7119,"(0.995, 1.0]",54537.648,527,5
2,4010,7120,"(0.995, 1.0]",54921.82080000001,519,5
2,4011,7121,"(0.995, 1.0]",55397.3376,507,5
2,4012,7122,"(0.995, 1.0]",55757.222400000006,503,5
2,4014,7126,"(0.995, 1.0]",57403.632000000005,475,5
2,4261,7561,"(0.995, 1.0]",49945.104,563,5
2,4263,7564,"(0.995, 1.0]",52131.7632,547,5
2,4264,7565,"(0.995, 1.0]",52430.6112,546,5
2,4269,7571,"(0.995, 1.0]",54217.574400000005,535,5
2,4272,7575,"(0.995, 1.0]",55766.304,503,5
2,4273,7576,"(0.995, 1.0]",56072.1216,499,5
2,4274,7578,"(0.995, 1.0]",56704.2432,489,5
2,4279,7586,"(0.995, 1.0]",58976.7552,445,5
2,4295,7623,"(0.995, 1.0]",30263.376,269,5
2,4327,7663,"(0.995, 1.0]",46646.58240000001,575,5
2,4328,7664,"(0.995, 1.0]",46905.3024,575,5
2,4337,7676,"(0.995, 1.0]",50242.0512,561,5
2,4340,7679,"(0.995, 1.0]",51013.56480000001,552,5
2,4341,7680,"(0.995, 1.0]",51321.38880000001,552,5
2,4342,7681,"(0.995, 1.0]",51667.7568,552,5
2,4344,7683,"(0.995, 1.0]",52140.844800000006,547,5
2,4345,7684,"(0.995, 1.0]",52416.3552,546,5
2,4496,7931,"(0.995, 1.0]",41237.856,520,5
2,4497,7932,"(0.995, 1.0]",41582.95680000001,526,5
2,4499,7934,"(0.995, 1.0]",41956.0416,530,5
2,4500,7935,"(0.995, 1.0]",42317.1936,538,5
2,4501,7936,"(0.995, 1.0]",42785.952000000005,544,5
2,4502,7937,"(0.995, 1.0]",43420.2912,548,5
2,4503,7938,"(0.995, 1.0]",43638.5664,551,5
2,4504,7940,"(0.995, 1.0]",44047.872,556,5
2,4505,7941,"(0.995, 1.0]",44453.79840000001,565,5
2,4506,7942,"(0.995, 1.0]",45172.7232,568,5
2,4507,7943,"(0.995, 1.0]",45870.0,569,5
2,4508,7944,"(0.995, 1.0]",46104.6432,571,5
2,4509,7946,"(0.995, 1.0]",46731.2736,575,5
2,4510,7947,"(0.995, 1.0]",46931.9136,575,5
2,4511,7948,"(0.995, 1.0]",47136.2496,578,5
2,4512,7950,"(0.995, 1.0]",47569.3152,577,5
2,4513,7951,"(0.995, 1.0]",47796.5664,578,5
2,4515,7953,"(0.995, 1.0]",48242.6208,577,5
2,4521,7959,"(0.995, 1.0]",49512.3552,568,5
2,4638,8117,"(0.995, 1.0]",51682.8576,552,5
2,4639,8118,"(0.995, 1.0]",51882.5472,550,5
2,4644,8123,"(0.995, 1.0]",53548.3872,542,5
2,4645,8125,"(0.995, 1.0]",54154.10880000001,538,5
2,4646,8126,"(0.995, 1.0]",54768.4896,522,5
2,4647,8127,"(0.995, 1.0]",55098.2784,514,5
2,4648,8130,"(0.995, 1.0]",56075.2896,499,5
2,4674,8168,"(0.995, 1.0]",65332.39680000001,313,5
2,4677,8171,"(0.995, 1.0]",65980.35840000001,302,5
2,4678,8172,"(0.995, 1.0]",66369.49440000001,294,5
2,4679,8173,"(0.995, 1.0]",66620.1888,291,5
2,4680,8174,"(0.995, 1.0]",66852.50880000001,280,5
2,4681,8175,"(0.995, 1.0]",67043.5392,276,5
2,4682,8176,"(0.995, 1.0]",67258.1184,268,5
2,4685,8179,"(0.995, 1.0]",67820.9664,249,5
2,4688,8183,"(0.995, 1.0]",68804.5248,227,5
2,4693,8188,"(0.995, 1.0]",69944.7936,199,5
2,4694,8190,"(0.995, 1.0]",70811.3472,181,5
2,4809,8334,"(0.995, 1.0]",52724.81280000001,544,5
2,4811,8336,"(0.995, 1.0]",54070.790400000005,538,5
2,4812,8337,"(0.995, 1.0]",54296.66880000001,534,5
2,4813,8338,"(0.995, 1.0]",54877.152,520,5
2,4814,8339,"(0.995, 1.0]",55202.928,512,5
2,4820,8347,"(0.995, 1.0]",58555.0944,453,5
2,4826,8355,"(0.995, 1.0]",62317.3056,382,5
2,4827,8356,"(0.995, 1.0]",62549.2032,375,5
2,4828,8357,"(0.995, 1.0]",62719.536,370,5
2,4905,8636,"(0.995, 1.0]",30089.8752,265,5
2,4909,8642,"(0.995, 1.0]",31339.8624,290,5
2,4910,8643,"(0.995, 1.0]",31566.6912,299,5
2,4911,8644,"(0.995, 1.0]",31781.376,304,5
2,4913,8646,"(0.995, 1.0]",32195.9616,307,5
2,4922,8658,"(0.995, 1.0]",34760.14080000001,368,5
2,4923,8659,"(0.995, 1.0]",34952.6496,374,5
2,4924,8660,"(0.995, 1.0]",35172.4032,376,5
2,4926,8664,"(0.995, 1.0]",35989.536,390,5
2,4927,8665,"(0.995, 1.0]",36201.686400000006,393,5
2,4928,8666,"(0.995, 1.0]",36425.980800000005,399,5
2,4929,8667,"(0.995, 1.0]",36653.232,401,5
2,4930,8668,"(0.995, 1.0]",36862.1088,412,5
2,4931,8670,"(0.995, 1.0]",37296.6528,425,5
2,4932,8671,"(0.995, 1.0]",37483.6704,433,5
2,4933,8674,"(0.995, 1.0]",38188.128,451,5
2,4934,8675,"(0.995, 1.0]",38381.4816,455,5
2,4935,8676,"(0.995, 1.0]",38591.9424,461,5
2,4936,8677,"(0.995, 1.0]",38796.8064,465,5
2,4937,8678,"(0.995, 1.0]",38988.7872,466,5
2,4938,8679,"(0.995, 1.0]",39184.78080000001,475,5
2,4939,8680,"(0.995, 1.0]",39410.3424,480,5
2,4940,8681,"(0.995, 1.0]",39610.34880000001,484,5
2,4941,8682,"(0.995, 1.0]",39821.9712,489,5
2,4942,8685,"(0.995, 1.0]",40421.9904,502,5
2,4943,8687,"(0.995, 1.0]",40838.3712,511,5
2,4944,8688,"(0.995, 1.0]",41043.8688,516,5
2,4945,8689,"(0.995, 1.0]",41269.85280000001,521,5
2,4946,8690,"(0.995, 1.0]",41484.2208,522,5
2,4947,8692,"(0.995, 1.0]",41897.7504,529,5
2,4949,8694,"(0.995, 1.0]",42529.0272,542,5
2,4950,8696,"(0.995, 1.0]",42974.7648,546,5
2,4953,8700,"(0.995, 1.0]",43793.376,552,5
2,4955,8702,"(0.995, 1.0]",44227.1808,561,5
2,4957,8705,"(0.995, 1.0]",44861.52,568,5
2,4959,8707,"(0.995, 1.0]",45452.5632,568,5
2,4963,8713,"(0.995, 1.0]",46676.4672,575,5
2,5107,8924,"(0.995, 1.0]",36882.8064,413,5
2,5108,8926,"(0.995, 1.0]",37622.7456,436,5
2,5111,8931,"(0.995, 1.0]",39001.8816,466,5
2,5112,8932,"(0.995, 1.0]",39300.096000000005,478,5
2,5113,8933,"(0.995, 1.0]",39670.4352,486,5
2,5114,8934,"(0.995, 1.0]",39956.928,493,5
2,5123,8944,"(0.995, 1.0]",43389.6672,547,5
2,5302,9268,"(0.995, 1.0]",38369.5488,455,5
2,5305,9274,"(0.995, 1.0]",44953.1808,571,5
2,5306,9275,"(0.995, 1.0]",46146.8832,572,5
2,5330,9336,"(0.995, 1.0]",43227.9936,546,5
2,5332,9339,"(0.995, 1.0]",44236.5792,561,5
2,5333,9340,"(0.995, 1.0]",44487.2736,566,5
2,5336,9346,"(0.995, 1.0]",49665.8976,571,5
2,5347,9396,"(0.995, 1.0]",30935.942400000004,283,5
2,5354,9410,"(0.995, 1.0]",37985.6928,448,5
2,5356,9413,"(0.995, 1.0]",39329.3472,479,5
2,5362,9421,"(0.995, 1.0]",43028.1984,546,5
2,5368,9428,"(0.995, 1.0]",46771.5072,576,5
2,5371,9434,"(0.995, 1.0]",49576.032,568,5
2,5372,9435,"(0.995, 1.0]",50196.8544,561,5
2,5373,9436,"(0.995, 1.0]",50500.7712,557,5
2,5374,9440,"(0.995, 1.0]",51289.8144,551,5
2,5375,9441,"(0.995, 1.0]",51469.6512,554,5
2,5377,9443,"(0.995, 1.0]",52101.772800000006,547,5
2,5416,9556,"(0.995, 1.0]",39519.53280000001,482,5
2,5417,9557,"(0.995, 1.0]",39805.70880000001,489,5
2,5418,9558,"(0.995, 1.0]",40433.6064,502,5
2,5419,9559,"(0.995, 1.0]",52645.5072,544,5
2,5420,9560,"(0.995, 1.0]",52875.9264,547,5
2,5422,9562,"(0.995, 1.0]",53409.312000000005,544,5
2,5426,9567,"(0.995, 1.0]",55530.4992,505,5
2,5427,9568,"(0.995, 1.0]",56007.2832,501,5
2,5428,9571,"(0.995, 1.0]",56849.865600000005,488,5
2,5532,9796,"(0.995, 1.0]",30569.4048,276,5
2,5569,9841,"(0.995, 1.0]",51655.19040000001,553,5
2,5575,9848,"(0.995, 1.0]",54442.8192,530,5
2,5576,9850,"(0.995, 1.0]",55010.736,518,5
2,5577,9852,"(0.995, 1.0]",55606.0032,504,5
2,5580,9857,"(0.995, 1.0]",56904.144,487,5
2,5581,9858,"(0.995, 1.0]",57247.872,479,5
2,5600,9940,"(0.995, 1.0]",30102.0192,265,5
2,5601,9941,"(0.995, 1.0]",30276.576,269,5
2,5607,9948,"(0.995, 1.0]",32746.4544,322,5
2,5608,9949,"(0.995, 1.0]",33030.7296,333,5
2,5611,9952,"(0.995, 1.0]",33741.7344,352,5
2,5612,9953,"(0.995, 1.0]",34334.995200000005,360,5
2,5613,9954,"(0.995, 1.0]",34758.8736,368,5
2,5614,9955,"(0.995, 1.0]",34936.070400000004,373,5
2,5615,9956,"(0.995, 1.0]",35720.150400000006,388,5
2,5617,9958,"(0.995, 1.0]",36531.264,401,5
2,5618,9959,"(0.995, 1.0]",37143.53280000001,421,5
2,5622,9963,"(0.995, 1.0]",38419.4976,457,5
2,5623,9964,"(0.995, 1.0]",38845.0656,466,5
2,5624,9965,"(0.995, 1.0]",39056.2656,468,5
2,5625,9966,"(0.995, 1.0]",39262.8192,476,5
2,5626,9967,"(0.995, 1.0]",39523.7568,482,5
2,5628,9969,"(0.995, 1.0]",39981.216,493,5
2,5629,9970,"(0.995, 1.0]",40166.2272,498,5
2,5630,9971,"(0.995, 1.0]",40382.81280000001,501,5
2,5633,9974,"(0.995, 1.0]",41154.8544,518,5
2,5637,9978,"(0.995, 1.0]",42043.4784,532,5
2,5642,9985,"(0.995, 1.0]",44768.592,567,5
2,5643,9986,"(0.995, 1.0]",45369.456000000006,568,5
2,5644,9988,"(0.995, 1.0]",45858.2784,569,5
2,5645,9989,"(0.995, 1.0]",46062.614400000006,569,5
2,5657,10004,"(0.995, 1.0]",49885.0176,565,5
2,5660,10009,"(0.995, 1.0]",51778.63680000001,552,5
2,5663,10012,"(0.995, 1.0]",52483.62240000001,547,5
2,5664,10013,"(0.995, 1.0]",52711.19040000001,544,5
2,5720,10148,"(0.995, 1.0]",35427.8496,381,5
2,5735,10164,"(0.995, 1.0]",39672.5472,486,5
2,5736,10165,"(0.995, 1.0]",39971.712,493,5
2,5737,10166,"(0.995, 1.0]",40235.6064,499,5
2,5744,10176,"(0.995, 1.0]",42732.9408,544,5
2,5745,10177,"(0.995, 1.0]",42891.7632,545,5
2,5750,10182,"(0.995, 1.0]",44231.9328,561,5
2,5752,10184,"(0.995, 1.0]",44606.3904,566,5
2,5753,10185,"(0.995, 1.0]",44932.9056,571,5
2,5806,10276,"(0.995, 1.0]",37143.216,421,5
2,5807,10277,"(0.995, 1.0]",37317.984,426,5
2,5808,10278,"(0.995, 1.0]",37506.902400000006,434,5
2,5825,10300,"(0.995, 1.0]",43198.848000000005,546,5
2,5847,10326,"(0.995, 1.0]",54992.8896,517,5
2,5848,10327,"(0.995, 1.0]",55320.98880000001,510,5
2,5868,10350,"(0.995, 1.0]",64583.904,327,5
2,5960,10488,"(0.995, 1.0]",42248.7648,535,5
2,5961,10489,"(0.995, 1.0]",42631.56480000001,544,5
2,5964,10493,"(0.995, 1.0]",44364.46080000001,563,5
2,5965,10494,"(0.995, 1.0]",44736.8064,567,5
2,5966,10496,"(0.995, 1.0]",45238.7232,570,5
2,5967,10497,"(0.995, 1.0]",45654.576,570,5
2,6009,10601,"(0.995, 1.0]",31330.5696,290,5
2,6018,10611,"(0.995, 1.0]",33784.3968,353,5
2,6019,10612,"(0.995, 1.0]",33990.0,355,5
2,6026,10619,"(0.995, 1.0]",36789.984,410,5
2,6034,10629,"(0.995, 1.0]",39477.0816,482,5
2,6035,10630,"(0.995, 1.0]",39759.6672,486,5
2,6036,10631,"(0.995, 1.0]",40095.3696,496,5
2,6040,10636,"(0.995, 1.0]",41315.1552,521,5
2,6056,10655,"(0.995, 1.0]",47296.3392,577,5
2,6058,10659,"(0.995, 1.0]",48157.19040000001,576,5
2,6059,10660,"(0.995, 1.0]",48359.836800000005,578,5
2,6060,10661,"(0.995, 1.0]",48665.65440000001,576,5
2,6061,10663,"(0.995, 1.0]",49307.7024,569,5
2,6062,10664,"(0.995, 1.0]",49494.5088,568,5
2,6063,10665,"(0.995, 1.0]",49897.47840000001,564,5
2,6064,10666,"(0.995, 1.0]",51262.358400000005,551,5
2,6065,10668,"(0.995, 1.0]",51743.1552,552,5
2,6066,10669,"(0.995, 1.0]",51917.8176,548,5
2,6206,11001,"(0.995, 1.0]",32525.0112,316,5
2,6210,11006,"(0.995, 1.0]",33917.0304,355,5
2,6211,11007,"(0.995, 1.0]",34150.1952,357,5
2,6213,11010,"(0.995, 1.0]",34894.6752,371,5
2,6217,11014,"(0.995, 1.0]",35807.5872,388,5
2,6219,11016,"(0.995, 1.0]",36187.3248,393,5
2,6220,11018,"(0.995, 1.0]",36664.2144,402,5
2,6221,11019,"(0.995, 1.0]",36925.68,414,5
2,6222,11020,"(0.995, 1.0]",37145.5392,421,5
2,6417,11366,"(0.995, 1.0]",31269.638400000003,290,5
2,6444,11414,"(0.995, 1.0]",30928.4448,283,5
2,6450,11421,"(0.995, 1.0]",33645.3216,348,5
2,6453,11424,"(0.995, 1.0]",34851.0624,369,5
2,6454,11425,"(0.995, 1.0]",35043.254400000005,375,5
2,6543,11566,"(0.995, 1.0]",38344.5216,454,5
2,6544,11567,"(0.995, 1.0]",38627.21280000001,462,5
2,6545,11568,"(0.995, 1.0]",38892.48,466,5
2,6546,11569,"(0.995, 1.0]",39188.3712,475,5
2,6548,11571,"(0.995, 1.0]",39749.0016,486,5
2,6549,11572,"(0.995, 1.0]",40058.4096,496,5
2,6550,11573,"(0.995, 1.0]",40378.588800000005,501,5
2,6551,11574,"(0.995, 1.0]",40798.7712,511,5
2,79,211,"(1.0, 1.005]",44154.9504,104,5
2,93,263,"(1.0, 1.005]",37768.790400000005,78,5
2,94,264,"(1.0, 1.005]",38031.10080000001,80,5
2,96,268,"(1.0, 1.005]",39591.552,89,5
2,297,527,"(1.0, 1.005]",62289.53280000001,60,5
2,401,647,"(1.0, 1.005]",53922.6336,87,5
2,402,648,"(1.0, 1.005]",54720.23040000001,85,5
2,403,652,"(1.0, 1.005]",56321.865600000005,77,5
2,410,696,"(1.0, 1.005]",32705.904,57,5
2,411,697,"(1.0, 1.005]",33091.027200000004,59,5
2,534,869,"(1.0, 1.005]",57659.3952,72,5
2,579,928,"(1.0, 1.005]",76801.50720000001,8,5
2,582,931,"(1.0, 1.005]",78212.64,4,4
2,734,1221,"(1.0, 1.005]",58400.7072,67,5
2,738,1228,"(1.0, 1.005]",62466.3072,60,5
2,739,1229,"(1.0, 1.005]",63954.1056,55,5
2,875,1460,"(1.0, 1.005]",41770.2912,97,5
2,876,1461,"(1.0, 1.005]",42011.376,98,5
2,877,1462,"(1.0, 1.005]",42330.9216,99,5
2,911,1503,"(1.0, 1.005]",55670.6304,81,5
2,994,1674,"(1.0, 1.005]",42101.0304,98,5
2,998,1680,"(1.0, 1.005]",43679.5392,103,5
2,1161,2006,"(1.0, 1.005]",39535.9008,89,5
2,1175,2024,"(1.0, 1.005]",49415.2032,100,5
2,1177,2026,"(1.0, 1.005]",50163.0624,98,5
2,1333,2329,"(1.0, 1.005]",51596.16,96,5
2,1334,2330,"(1.0, 1.005]",51846.2208,95,5
2,1338,2335,"(1.0, 1.005]",53694.74880000001,89,5
2,1437,2461,"(1.0, 1.005]",55588.26240000001,82,5
2,1441,2466,"(1.0, 1.005]",57228.9696,74,5
2,1520,2581,"(1.0, 1.005]",44827.8336,104,5
2,1552,2620,"(1.0, 1.005]",60784.5216,62,5
2,1556,2625,"(1.0, 1.005]",62543.2896,60,5
2,1557,2626,"(1.0, 1.005]",62851.536,59,5
2,1765,3062,"(1.0, 1.005]",43069.5936,101,5
2,1779,3076,"(1.0, 1.005]",48867.24480000001,100,5
2,1785,3084,"(1.0, 1.005]",50917.99680000001,98,5
2,2036,3611,"(1.0, 1.005]",49197.984,100,5
2,2038,3613,"(1.0, 1.005]",50194.63680000001,98,5
2,2040,3615,"(1.0, 1.005]",51959.952000000005,95,5
2,2041,3616,"(1.0, 1.005]",52605.9072,96,5
2,2153,3780,"(1.0, 1.005]",61262.0448,60,5
2,2160,3788,"(1.0, 1.005]",69116.9952,30,5
2,2168,3798,"(1.0, 1.005]",32732.9376,57,5
2,2186,3822,"(1.0, 1.005]",40288.300800000005,92,5
2,2199,3837,"(1.0, 1.005]",46298.1024,105,5
2,2330,4092,"(1.0, 1.005]",31029.187200000004,53,5
2,2617,4604,"(1.0, 1.005]",42998.736,101,5
2,2618,4605,"(1.0, 1.005]",43267.3824,101,5
2,2744,4898,"(1.0, 1.005]",52720.8,96,5
2,2745,4899,"(1.0, 1.005]",52997.472,93,5
2,2749,4904,"(1.0, 1.005]",54386.2176,87,5
2,2832,5067,"(1.0, 1.005]",38866.7136,85,5
2,2833,5068,"(1.0, 1.005]",39074.8512,87,5
2,2837,5073,"(1.0, 1.005]",40614.182400000005,93,5
2,2838,5074,"(1.0, 1.005]",40872.268800000005,96,5
2,3057,5435,"(1.0, 1.005]",56960.3232,76,5
2,3122,5521,"(1.0, 1.005]",42568.20480000001,100,5
2,3123,5522,"(1.0, 1.005]",42807.2832,101,5
2,3124,5523,"(1.0, 1.005]",43081.42080000001,101,5
2,3136,5540,"(1.0, 1.005]",48657.312000000005,100,5
2,3294,5870,"(1.0, 1.005]",38918.0352,85,5
